ID,Absolute_Magnitude,Est_Dia_In_Km_Min,Est_Dia_In_Km_Max,Close_Approach_Date,Relative_Velocity_Km_Per_Hr,Miss_Dist_Kilometers,Minimum_Orbit_Intersection,Jupiter_Tisserand_Invariant,Epoch_Osculation,Eccentricity,Semi_Major_Axis,Inclination,Asc_Node_Longitude,Orbital_Period,Perihelion_Distance,Perihelion_Arg,Aphelion_Dist,Perihelion_Time,Mean_Anomaly,Mean_Motion,Hazardous
2001HW7,20.4,,,-,70571.82648572928,,0.14208,3.4943401724418486,2461000.5,0.512,2.173747,7.7,195.2149,1170.6,1.061,83.103,3.287,2461462.29621562,217.98281,0.3075345976422348,
2001HX7,20.7,0.2,0.4,2110-04-17,109232.89478265276,0.18159,0.19357,2.921713920731705,2461000.5,0.51,2.263836,56.7,205.3773,1244.1,1.109,40.6649,3.419,2460773.302351348,65.74166,0.2893658066071859,False
2001JV1,21.4,0.14,0.3,2041-09-02,38074.83466090428,0.16901,0.02345,4.075854696333827,2461000.5,0.436,1.70484,6.6,92.2083,813.1,0.961,201.0583,2.448,2461039.852431703,342.57591,0.4427499692534743,False
2001JW1,20.3,0.23,0.5,2033-05-22,64761.24089727145,0.19428,0.14729,5.190222975216751,2461000.5,0.069,1.178358,35.4,62.0183,467.2,1.097,97.5425,1.259,2460832.907806618,129.13432,0.7705479452054794,False
2001KD55,20.6,0.2,0.4,2073-05-18,28044.111310971228,0.12334,0.2348,2.7911070125118704,2461000.5,0.626,3.331102,10.0,228.4368,2220.7,1.246,6.9313,5.416,2460977.1781053017,3.78084,0.1621110460665556,False
2001KD68,22.7,0.08,0.17,2049-05-25,16342.459008162265,0.17146,0.17537,3.34864830342676,2461000.5,0.502,2.390399,2.0,249.6662,1349.9,1.189,350.5878,3.592,2452053.1929001054,235.18799,0.2666864212163863,False
2001KF54,19.8,0.29,0.6,2026-11-06,87579.07807146119,0.04842,0.02066,3.243877338736536,2461000.5,0.65,2.338396,1.6,172.4814,1306.1,0.818,170.8672,3.859,2461311.8609116324,274.17948,0.2756297373861113,False
2001KM20,23.9,0.04,0.1,2028-09-27,26372.7850859991,0.05321,0.01587,5.327176122023966,2461000.5,0.209,1.183716,3.7,56.0189,470.4,0.936,251.6297,1.431,2461051.1877661617,321.20856,0.7653061224489797,False
2001KO41,20.7,0.19,0.4,2047-04-01,42760.27509854112,0.19669,0.14995,3.690227717583303,2461000.5,0.439,2.021143,5.1,241.4849,1049.5,1.134,308.0503,2.908,2461447.271279931,206.75233,0.3430204859456884,False
2001KU66,24.0,0.04,0.09,2026-05-30,35985.54010962546,0.01754,0.01258,4.942788375250951,2461000.5,0.225,1.293344,18.9,68.4536,537.2,1.002,149.2213,1.585,2461159.521868429,251.43142,0.6701414743112434,False
2001KW18,26.0,0.017,0.04,2044-05-14,12969.316878274729,0.09838,0.03257,5.140230532957085,2461000.5,0.159,1.244284,7.2,61.5187,507.0,1.047,182.3633,1.442,2452054.088956558,242.51182,0.7100591715976331,False
2001KY18,18.3,,,-,25353.471041956043,,0.41841,2.877009239169773,2461000.5,0.594,3.025937,19.4,73.9998,1922.6,1.229,97.563,4.822,2461575.208498067,252.38773,0.1872464371164048,
2001LD,20.7,0.2,0.4,2045-06-15,64771.15262025131,0.16208,0.03432,4.499591960729422,2461000.5,0.376,1.420821,30.2,79.2187,618.6,0.887,114.3397,1.955,2461292.785708745,189.9006,0.5819592628516004,False
2001LD6,19.4,0.4,0.8,2033-07-13,30684.180536143635,0.16001,0.13764,3.0184985991358184,2461000.5,0.618,2.755159,9.1,82.5999,1670.4,1.054,248.0897,4.457,2460501.0318594417,107.64449,0.2155172413793103,False
2001MD1,21.4,0.14,0.3,2053-06-13,52490.91551250168,0.17196,0.06268,3.571214578951372,2461000.5,0.494,2.106197,5.9,265.7109,1116.5,1.067,27.5185,3.146,2461039.738540496,347.3556,0.32243618450515,False
2001MS3,23.9,0.04,0.1,2054-06-07,31268.701985324,0.02476,0.02398,3.5181376942687,2461000.5,0.533,2.135045,4.4,272.2449,1139.5,0.997,320.4751,3.273,2452047.7375116087,312.84713,0.3159280386134269,False
2001MY7,21.8,0.12,0.26,2026-06-19,70320.62431173564,0.19619,0.07933,2.8687188293041683,2461000.5,0.637,2.907126,20.6,94.7159,1810.5,1.056,208.3469,4.758,2461233.3841471137,313.69283,0.1988400994200497,False
2001ND13,21.6,0.13,0.28,2038-08-16,45565.6015292454,0.10922,0.10073,4.41147525194215,2461000.5,0.435,1.507226,8.4,171.9422,675.9,0.851,195.254,2.163,2460954.654615631,24.41928,0.5326231691078562,False
2001NE13,20.2,,,-,17197.24780824541,,0.20762,3.614136955868175,2461000.5,0.42,2.107257,7.7,129.8957,1117.3,1.221,162.2909,2.993,2461059.14086268,341.10583,0.3222053163877204,
2001NJ6,20.8,,,-,10890.429460597548,,0.2709,3.5704803289980767,2461000.5,0.41,2.171154,5.1,110.9493,1168.5,1.281,211.1253,3.062,2461492.900685554,208.29962,0.3080872913992298,
2001NY1,23.5,0.05,0.12,2065-06-16,34899.45349920988,0.08851,0.01399,3.3985818101179674,2461000.5,0.541,2.246131,11.8,282.596,1229.6,1.032,357.6363,3.46,2460709.5955553413,85.17746,0.2927781392322707,False
2001OC36,23.2,0.06,0.13,2091-12-21,51140.94564517668,0.16731,0.00455,4.607359420640554,2461000.5,0.479,1.40849,2.3,105.9445,610.6,0.734,289.0358,2.083,2452179.8294784427,161.63822,0.5895840157222404,False
2001OD3,19.4,,,-,34732.522037806746,,0.27708,3.163002565970399,2461000.5,0.516,2.617213,14.8,122.1421,1546.5,1.266,210.4857,3.968,2461413.005258831,263.97706,0.2327837051406401,
2001OE3,20.5,0.21,0.5,2048-08-11,50611.113406306446,0.11201,0.10641,4.256626056444825,2461000.5,0.336,1.610317,12.0,302.9764,746.4,1.07,43.9421,2.151,2461118.344489197,303.16107,0.4823151125401929,False
2001OF25,21.4,0.14,0.3,2028-07-20,46201.08654653256,0.11729,0.05682,4.179061289802817,2461000.5,0.351,1.627559,20.4,301.6492,758.4,1.056,21.6104,2.199,2461233.5713848923,249.55478,0.4746835443037975,False
2001OT,21.7,0.12,0.27,2029-08-01,57280.371818889966,0.13531,0.06228,6.355648961820474,2461000.5,0.323,0.934027,12.1,295.7743,329.7,0.633,143.0112,1.236,2461111.389908184,238.92429,1.091901728844404,False
2001OV13,23.1,0.06,0.14,2102-07-05,22024.85549493841,0.14346,0.07899,3.714372316004384,2461000.5,0.451,1.987962,6.3,284.3902,1023.8,1.092,16.8065,2.884,2461329.2153468467,244.41224,0.3516311779644462,False
2001OX13,19.6,,,-,4828.61662603308,,0.27293,3.381151730641057,2461000.5,0.465,2.379408,4.2,54.2032,1340.6,1.272,277.7032,3.487,2461552.2137817205,211.8456,0.2685364762046845,
2001PF14,19.6,,,-,10019.755154582892,,0.26456,3.611095734578968,2461000.5,0.41,2.119696,6.8,38.239,1127.2,1.25,254.1711,2.989,2461119.3120089737,322.0549,0.319375443577005,
2001PG14,22.6,0.08,0.18,2035-08-02,62841.36642078888,0.11045,0.07624,4.516411368226445,2461000.5,0.336,1.47362,10.7,154.6279,653.4,0.979,115.5528,1.968,2461235.060334664,230.21409,0.5509641873278237,False
2001PH9,21.3,,,-,16346.12767629426,,0.25871,3.124388653909202,2461000.5,0.541,2.718972,5.4,287.3216,1637.6,1.247,65.5875,4.191,2460364.063099516,139.91118,0.2198339032730825,
2001PJ,21.0,0.17,0.4,2053-07-28,72192.96677853217,0.08976,0.07233,3.567613196588694,2461000.5,0.499,2.106392,5.8,260.6848,1116.6,1.056,44.9447,3.157,2461059.8595036143,340.90152,0.3224073078989791,False
2001PJ29,23.0,0.07,0.15,2035-01-05,39192.5213681076,0.18001,0.02391,4.558638371013412,2461000.5,0.392,1.447721,6.6,328.3821,636.2,0.881,69.6936,2.015,2452197.750385141,299.76068,0.565859792518076,False
2001PU9,19.2,,,-,62885.42130107556,,0.11884,3.30971361444938,2461000.5,0.504,2.244617,29.1,144.8156,1228.3,1.112,159.6806,3.377,2460729.379543163,79.46085,0.2930880078156802,
2001QB34,19.8,,,-,,,0.30006,3.536472625835187,2461000.5,0.418,2.205554,5.7,266.5956,1196.4,1.284,86.9768,3.127,2460533.2455553324,140.59861,0.3009027081243731,
2001QD34,23.2,0.06,0.13,2026-08-16,29752.45068892612,0.09242,0.05903,3.524642848886301,2461000.5,0.512,2.136909,8.3,148.8788,1141.0,1.043,147.3008,3.231,2452111.417779325,281.88537,0.3155127081507449,False
2001QE34,19.0,0.4,0.9,2039-08-03,132166.1165829487,0.19606,0.06916,3.282438900382251,2461000.5,0.732,2.160547,5.6,279.2504,1160.0,0.578,314.6411,3.743,2461323.499718483,259.75551,0.3103448275862069,False
2001QE71,24.7,0.03,0.07,2029-07-10,38702.7972084204,0.09283,0.00611,5.724207037803008,2461000.5,0.159,1.078175,3.0,148.3654,408.9,0.907,96.432,1.249,2461062.5197644355,305.58122,0.880410858400587,False
2001QF96,24.1,0.04,0.09,2049-10-07,57822.5973209364,0.07663,0.032,4.375747082346155,2461000.5,0.363,1.545549,6.7,158.7446,701.8,0.985,224.4123,2.106,2461313.5780878537,199.86152,0.5129666571672842,False
2001QG142,18.2,0.6,1.4,2092-08-26,95059.84497415271,0.15581,0.14275,3.166693643852666,2461000.5,0.549,2.364564,31.0,160.6314,1328.1,1.066,138.4926,3.663,2461438.9635465574,241.14681,0.2710639259091936,False
2001QJ,21.4,,,-,14019.898577814109,,0.23777,3.4009989325022087,2461000.5,0.466,2.340995,7.0,316.0619,1308.3,1.25,11.153,3.432,2461315.558582777,273.30486,0.2751662462737904,
2001QJ142,23.9,0.04,0.1,2035-03-21,7649.220773951424,0.18584,0.00863,5.794239084198329,2461000.5,0.087,1.063122,3.1,183.6998,400.4,0.971,63.0037,1.156,2460857.856833788,128.25684,0.8991008991008992,False
2001QJ96,22.0,0.11,0.24,2086-04-26,81921.2296839174,0.1881,0.00056,3.933073517406412,2461000.5,0.797,1.592191,5.9,338.4779,733.8,0.323,121.9402,2.861,2461000.8328317115,359.83662,0.490596892886345,False
2001QK153,20.6,0.2,0.5,2043-08-18,92923.92078754788,0.11976,0.11575,3.1164703852305693,2461000.5,0.688,2.442135,7.6,260.5824,1394.0,0.762,2.7309,4.122,2460441.621676637,144.33336,0.2582496413199426,False
2001QL153,19.3,,,-,47276.65408291056,,0.39719,3.342269271686729,2461000.5,0.445,2.327825,22.5,161.756,1297.3,1.292,236.1477,3.364,2461285.1622562115,281.00332,0.2774994218762044,
2001QL163,22.6,0.08,0.18,2029-11-16,28534.79300888574,0.169,0.05711,3.987282461538389,2461000.5,0.443,1.761356,8.1,323.9717,853.8,0.98,54.8864,2.542,2452190.3900329364,116.85359,0.4216444132115249,False
2001QM142,22.6,0.08,0.18,2043-03-19,72089.6887759734,0.13455,0.03513,5.090008281553619,2461000.5,0.428,1.234885,5.9,151.2194,501.2,0.706,292.757,1.764,2460759.514674344,173.08264,0.7182761372705507,False
2001QM163,19.8,0.29,0.7,2026-03-11,73050.10185874284,0.16025,0.1555,3.137351456611364,2461000.5,0.736,2.31696,9.4,87.5842,1288.2,0.611,166.6059,4.023,2461154.7975200363,316.87937,0.279459711224965,False
2001QN142,21.8,,,-,67364.3315379996,,0.11674,2.77752256739603,2461000.5,0.679,3.145587,10.3,159.511,2037.8,1.01,115.5486,5.281,2460103.912613686,158.39596,0.1766611051133575,
2001QO142,19.1,0.4,0.9,2029-09-27,106695.51309976428,0.11641,0.08729,3.2922604916413998,2461000.5,0.747,2.127556,5.5,262.1154,1133.5,0.539,200.1696,3.716,2461319.359689248,258.72972,0.317600352889281,False
2001QP142,24.6,0.03,0.07,2090-09-13,34341.482056880515,0.07349,0.03157,3.272135419824121,2461000.5,0.571,2.392543,9.8,331.0602,1351.7,1.025,20.1496,3.76,2452162.326952135,190.9777,0.2663312865280757,False
2001RA18,19.5,,,-,43970.96913558012,,0.07312,3.115803542812529,2461000.5,0.596,2.600061,11.0,179.6365,1531.3,1.051,205.866,4.149,2461410.075444093,263.71412,0.2350943642656566,
2001RO3,23.6,0.05,0.11,2056-08-13,33539.59536722039,0.13756,0.00822,3.184763179302304,2461000.5,0.598,2.49204,8.7,345.1167,1436.9,1.002,16.2695,3.982,2460800.3235251345,48.88508,0.2505393555571021,False
2001RP3,23.4,0.06,0.13,2062-09-28,33171.80229166467,0.19253,0.03868,3.31947587152673,2461000.5,0.56,2.341346,9.3,170.4998,1308.6,1.03,158.7558,3.652,2461326.217967944,270.28429,0.2751031636863824,False
2001RQ17,22.6,0.08,0.18,2072-07-02,37125.82237550868,0.10483,0.0218,3.6744964452118367,2461000.5,0.495,2.004413,1.3,30.2721,1036.5,1.012,285.0887,2.996,2461455.417310236,202.0005,0.3473227206946454,False
2001RW17,20.2,0.24,0.5,2030-03-31,45480.95972690904,0.09619,0.05239,3.206321953919041,2461000.5,0.66,2.358559,8.7,158.0566,1323.0,0.802,97.4771,3.915,2461313.1880586296,274.91651,0.272108843537415,False
2001RX17,20.2,,,-,24236.25505546806,,0.24137,3.172309489760369,2461000.5,0.534,2.608921,10.4,167.2884,1539.2,1.215,218.6182,4.003,2461448.0257465728,255.42672,0.2338877338877338,
2001RX47,19.9,0.27,0.6,2064-07-14,25539.544368717918,0.1778,0.16116,3.688092770801576,2461000.5,0.422,2.018174,10.7,276.996,1047.2,1.166,24.0077,2.87,2460487.123307838,176.48278,0.3437738731856379,False
2001SA170,23.2,0.06,0.13,2062-08-03,70953.80841935892,0.17705,0.03893,3.5723229204790123,2461000.5,0.504,2.102145,2.6,189.9049,1113.2,1.042,157.0242,3.162,2461074.195510437,336.43283,0.323392022996766,False
2001SB170,22.8,0.07,0.16,2044-03-19,66596.61418450884,0.06537,0.00201,4.571634352828245,2461000.5,0.464,1.360491,34.5,356.5549,579.6,0.729,261.4244,1.992,2452098.487446808,128.62598,0.6211180124223602,True
2001SC170,20.4,0.22,0.22,2035-08-09,39069.71685458064,0.16951,0.16616,3.391927690123476,2461000.5,0.539,2.26063,11.0,182.3211,1241.5,1.042,103.1012,3.479,2460792.1991199325,60.40195,0.2899718082964156,False
2001SD270,22.1,,,-,50028.12906743412,,0.16569,3.2248431863141604,2461000.5,0.545,2.375563,24.1,3.6757,1337.4,1.08,43.4946,3.671,2461583.969948401,202.93744,0.269179004037685,
2001SD286,25.6,,,-,45888.1648845012,,0.01017,3.531020560279125,2461000.5,0.565,2.08829,6.3,181.7716,1102.3,0.908,131.4292,3.269,2452140.31157184,15.07243,0.3265898575705343,
2001SE270,25.6,0.02,0.04,2042-03-31,35494.17711757657,0.16333,0.01529,5.125359501700868,2461000.5,0.482,1.215229,5.4,356.8983,489.3,0.63,107.7118,1.8,2452240.923735787,325.46421,0.7357449417535254,False
2001SH276,19.7,0.3,0.7,2026-10-05,43931.88846575892,0.1398,0.09376,5.881270488819434,2461000.5,0.181,1.028085,20.4,194.9489,380.8,0.842,54.3005,1.214,2460822.911850175,167.90914,0.9453781512605042,False
2001SJ262,20.0,,,-,24482.43410865887,,0.26221,2.975409347638088,2461000.5,0.574,2.949655,10.8,210.4046,1850.4,1.256,164.8787,4.643,2461436.59558296,275.15449,0.1945525291828793,
2001SJ9,19.6,,,-,40768.81758430381,,0.27431,3.624291981586284,2461000.5,0.379,2.053834,20.3,185.1685,1075.1,1.276,184.4409,2.832,2460773.789020183,75.91483,0.3348525718537811,
2001SL264,20.2,,,-,5881.34515386798,,0.28626,3.605263380013935,2461000.5,0.4,2.136469,5.3,38.4625,1140.6,1.281,280.7839,2.992,2461248.5178045765,281.72163,0.3156233561283535,
2001SO263,22.2,,,-,15332.797112855113,,0.24963,3.501166189184568,2461000.5,0.437,2.231957,6.9,177.1988,1217.9,1.256,165.0458,3.208,2460675.268279673,96.13208,0.295590770999261,
2001SP263,26.0,0.017,0.04,2035-11-30,88267.27346796203,0.05464,0.00301,3.6398528971274,2461000.5,0.542,2.003612,1.5,178.277,1035.9,0.917,227.2573,3.09,2460500.905728336,173.60138,0.3475238922675934,False
2001SP287,27.6,0.008,0.018,2028-10-15,,0.11413,0.01795,3.753760519990121,2461000.5,0.476,1.940014,4.0,186.0963,987.0,1.017,164.487,2.863,2460969.4008747,341.958,0.364741641337386,False
2001SQ263,22.6,0.08,0.18,2029-01-08,39896.39532138624,0.10358,0.03235,6.23660236262101,2461000.5,0.491,0.947032,3.9,327.0473,336.6,0.482,262.6186,1.412,2460864.645030657,145.289,1.06951871657754,False
2001SQ287,25.4,0.022,0.05,2030-10-06,,0.09203,0.03324,4.362365599459087,2461000.5,0.334,1.552333,11.2,184.9951,706.4,1.033,170.6785,2.071,2460650.0002083,178.84557,0.5096262740656852,False
2001SQ3,21.9,0.11,0.25,2028-03-19,53671.24094120172,0.04011,0.02842,5.50532174177282,2461000.5,0.255,1.109878,23.9,356.1386,427.1,0.827,268.3023,1.392,2461064.966299037,305.65947,0.8428939358464059,False
2001SR263,20.4,,,-,4820.264191270404,,0.29612,3.489791872986617,2461000.5,0.428,2.259112,5.1,223.0876,1240.2,1.292,117.0616,3.227,2460822.4432173287,51.68397,0.2902757619738751,
2001SS287,18.3,0.6,1.3,2082-10-29,43979.83305445368,0.14043,0.05277,2.709747149810777,2461000.5,0.678,3.229253,18.5,230.7984,2119.6,1.041,173.9736,5.418,2460733.378093332,45.36921,0.1698433666729571,False
2001SX269,21.7,,,-,9079.467138870588,,0.22392,3.893034921731877,2461000.5,0.346,1.880131,4.0,320.1299,941.6,1.229,29.6206,2.532,2460636.346629448,139.22148,0.3823279524214104,
2001SY169,23.1,0.06,0.14,2034-09-11,52090.63308454716,0.15233,0.00422,5.202386272178671,2461000.5,0.384,1.205514,4.9,171.2686,483.5,0.742,81.9979,1.669,2460771.0059754523,170.89023,0.7445708376421923,False
2001SY269,21.7,0.12,0.27,2038-10-08,99779.8529186388,0.02506,0.02017,4.0091476118066325,2461000.5,0.597,1.679749,1.9,232.1068,795.2,0.676,223.8906,2.683,2460983.1603505863,7.85011,0.4527162977867203,False
2001SZ169,25.8,0.019,0.04,2038-09-06,16572.74861253643,0.09569,0.02593,4.879590381940812,2461000.5,0.23,1.334377,6.3,178.6491,563.0,1.028,189.8571,1.641,2452182.2641816405,239.59858,0.6394316163410302,False
2001SZ269,19.8,0.29,0.7,2041-05-30,62946.05652168804,0.15293,0.03387,3.20989645931908,2461000.5,0.665,2.360156,2.5,98.9324,1324.4,0.791,191.176,3.929,2461409.867911246,248.72265,0.2718212020537601,False
2001TA2,21.9,0.11,0.24,2034-09-22,123254.6520387528,0.10647,0.03648,3.826209536886365,2461000.5,0.647,1.771276,3.3,50.3524,861.0,0.625,227.4024,2.918,2460734.3551160945,111.27373,0.4181184668989547,False
2001TB,24.7,0.03,0.07,2049-02-20,44913.360284136725,0.18222,0.00341,4.0116638613485485,2461000.5,0.525,1.713345,4.0,192.0807,819.2,0.815,245.3394,2.612,2452234.6834919914,248.54773,0.439453125,False
2001TB2,22.0,0.11,0.24,2031-10-19,56112.91214804892,0.14452,0.13565,4.492948810501586,2461000.5,0.226,1.460608,25.7,26.6676,644.8,1.13,351.8298,1.791,2461220.4587049563,237.47699,0.5583126550868487,False
2001TB45,18.8,,,-,52561.8376935606,,0.35828,2.8583909448378995,2461000.5,0.573,3.010789,25.0,26.9556,1908.2,1.287,38.7422,4.735,2461748.915011004,218.80278,0.1886594696572686,
2001TC,20.9,0.17,0.4,2117-09-18,60181.85371257828,0.16252,0.15435,3.320029905093648,2461000.5,0.54,2.310827,17.8,13.9624,1283.1,1.063,310.0648,3.559,2461124.7474401216,325.13894,0.2805704933364508,False
2001TC45,19.3,0.4,0.8,2044-10-27,68104.73731253795,0.08144,0.02393,3.30972766431283,2461000.5,0.643,2.218178,15.5,35.1468,1206.7,0.792,67.0798,3.644,2460713.116497989,85.73762,0.2983343001574542,False
2001TD,25.4,0.022,0.05,2028-10-05,57592.20870153864,0.08742,0.00461,6.290431567671052,2461000.5,0.166,0.953723,9.0,13.0187,340.2,0.795,241.5906,1.112,2460940.1704465426,63.83825,1.058201058201058,False
2001TE45,23.6,0.05,0.12,2040-10-01,43499.29709262024,0.11498,0.09513,3.884902264776846,2461000.5,0.464,1.810676,14.7,208.5437,889.9,0.97,120.6067,2.651,2452151.7209153343,338.77995,0.4045398359366221,False
2001TY1,24.8,0.029,0.06,2087-10-15,34241.92771473479,0.04111,0.00525,3.2524923502632657,2461000.5,0.594,2.403975,5.9,9.5056,1361.4,0.976,342.9491,3.832,2460358.973617022,169.75759,0.2644336712208021,False
2001TY44,20.6,0.2,0.4,2030-12-01,15760.733386013206,0.14643,0.14776,3.354120423473798,2461000.5,0.522,2.358057,2.5,356.6449,1322.6,1.127,73.511,3.589,2461517.801116553,219.19563,0.2721911386662634,False
2001UB5,22.2,0.1,0.22,2034-10-23,99404.1460449612,0.14812,0.12848,3.810155641719735,2461000.5,0.337,1.692309,46.8,27.1761,804.1,1.121,8.6103,2.263,2461053.345294653,336.3413,0.4477055092650168,False
2001UC5,21.8,0.31,0.31,2078-10-19,69124.78962863029,0.04681,0.0408,2.873133855897972,2461000.5,0.633,2.730642,30.4,28.1545,1648.1,1.003,24.1765,4.458,2452224.3810429946,108.97674,0.2184333474910503,False
2001UD18,27.4,0.009,0.02,2047-10-13,21414.142292253626,0.02491,0.0126,3.9417319447665062,2461000.5,0.442,1.802462,2.8,211.7314,883.9,1.006,183.8598,2.598,2452210.845336708,338.77197,0.4072858920692386,False
2001UD5,22.7,0.08,0.18,2046-05-11,55728.59645007396,0.19335,0.00188,3.2706144620947177,2461000.5,0.665,2.279473,2.5,17.8241,1257.0,0.764,291.7437,3.795,2452146.02506591,10.67631,0.2863961813842482,True
2001UE18,22.9,0.07,0.16,2039-11-13,29158.486091679417,0.19663,0.19151,4.800883331617604,2461000.5,0.181,1.358165,15.3,33.1354,578.1,1.113,60.8859,1.603,2452277.495083825,31.95027,0.6227296315516346,False
2001UE5,18.8,,,-,48792.85597273536,,0.14617,3.4571750663633702,2461000.5,0.513,2.218358,7.5,40.6984,1206.8,1.079,283.6482,3.357,2460594.173060699,121.20825,0.2983095790520385,
2001UF5,22.8,0.07,0.16,2058-10-22,64121.85069489179,0.10136,0.00565,3.1810983590744755,2461000.5,0.703,2.335337,0.9,55.8019,1303.5,0.694,53.5919,3.977,2452255.1016003154,259.92943,0.2761795166858458,False
2001UG18,20.7,0.19,0.4,2046-10-02,20580.709135283814,0.17463,0.15994,3.290896229866066,2461000.5,0.54,2.411661,8.6,235.3845,1368.0,1.109,124.9868,3.714,2460388.2850148105,161.11415,0.2631578947368421,False
2001UN16,23.5,0.05,0.12,2054-08-15,32326.9761059627,0.04243,0.00922,3.9457908982789895,2461000.5,0.45,1.796416,1.7,210.0955,879.4,0.988,144.3023,2.605,2452177.50777477,12.35174,0.4093700250170571,False
2001UO,23.7,0.05,0.11,2038-08-18,57096.73709509284,0.19886,0.02011,3.062824796153934,2461000.5,0.663,2.565406,10.3,20.9456,1500.8,0.865,304.2307,4.266,2452157.133696928,327.19583,0.2398720682302771,False
2001UO27,20.1,,,-,80174.31122565037,,0.30355,2.904788605942562,2461000.5,0.52,2.627874,40.4,216.9288,1556.0,1.26,153.5302,3.995,2461527.853933286,234.52673,0.2313624678663239,
2001UP,26.0,0.016,0.04,2030-07-13,39735.13619178036,0.13613,0.0068,6.670857867833231,2461000.5,0.287,0.883763,7.7,25.3899,303.5,0.63,133.5018,1.138,2461092.369595431,251.0131,1.186161449752883,False
2001UP16,20.8,,,-,8811.401639721553,,0.30102,3.529377100424206,2461000.5,0.418,2.217618,4.3,214.1728,1206.2,1.292,192.6618,3.144,2460674.77599215,97.21288,0.2984579671696236,
2001UQ16,21.4,,,-,65331.952904358,,0.21582,2.922293607781758,2461000.5,0.563,2.75434,30.8,29.2981,1669.6,1.204,10.9941,4.304,2460602.158774235,85.88813,0.2156205079060853,
2001UQ163,20.9,0.17,0.4,2033-08-28,40009.14282600792,0.19078,0.15043,3.5101834443316493,2461000.5,0.493,2.174378,6.8,55.7208,1171.1,1.102,262.6927,3.247,2461485.0180221302,211.06001,0.307403296046452,False
2001UT16,26.2,0.015,0.03,2055-10-10,28000.640282537843,0.08707,0.03047,3.4941956805681658,2461000.5,0.528,2.161353,7.0,210.7099,1160.6,1.02,190.8978,3.302,2452215.7825125065,206.7072,0.3101843873858349,False
2001UU16,24.8,0.029,0.07,2026-10-23,73715.96380229136,0.04576,0.03092,4.031436923321986,2461000.5,0.415,1.72839,13.3,31.368,830.0,1.011,19.1784,2.446,2461352.828592754,206.84775,0.4337349397590361,False
2001UU92,20.4,,,-,18806.667356277936,,0.12196,2.797191330229279,2461000.5,0.667,3.176854,5.4,7.2198,2068.2,1.059,87.7656,5.294,2460515.7144175693,84.38355,0.1740644038294169,
2001UW17,20.6,,,-,10408.568976144144,,0.23436,4.378107697880537,2461000.5,0.232,1.557818,12.9,223.1977,710.2,1.196,217.9137,1.92,2460796.2735502142,103.52399,0.5068994649394536,
2001UX4,19.4,0.4,0.8,2031-06-13,116388.89422656554,0.17961,0.10866,3.771920884130318,2461000.5,0.753,1.720612,9.0,182.2926,824.4,0.425,333.9696,3.016,2461334.4812428188,214.15161,0.4366812227074236,False
2001UZ4,21.0,,,-,47450.68956988956,,0.30633,2.9330501292396987,2461000.5,0.552,2.897008,24.0,17.6952,1801.0,1.298,11.6174,4.496,2452209.996527325,323.08079,0.1998889505830094,
2001VB,18.5,0.5,1.2,2050-07-30,116910.36705342456,0.18025,0.0159,2.75205697318864,2461000.5,0.897,2.41469,7.6,290.194,1370.5,0.248,240.0971,4.581,2452258.6255492847,146.86994,0.2626778547975191,True
2001VC2,21.2,0.16,0.3,2035-12-02,24524.927458442748,0.09754,0.02081,5.864211667609241,2461000.5,0.132,1.041113,12.5,67.0424,388.0,0.904,103.8591,1.179,2460880.7755831275,111.08103,0.9278350515463918,False
2001VD2,26.0,0.017,0.04,2095-10-19,29848.37054978344,0.18745,0.03401,3.255040191692744,2461000.5,0.58,2.420466,6.0,226.2115,1375.5,1.016,196.0559,3.825,2452234.848958236,132.40282,0.2617230098146129,False
2001VE2,25.1,0.026,0.06,2031-04-14,15770.1055421412,0.18347,0.01283,5.610244376291013,2461000.5,0.181,1.10577,4.4,47.0609,424.7,0.906,73.9647,1.306,2461208.7685203063,183.45744,0.8476571697668943,False
2001VE76,24.0,0.04,0.09,2048-03-05,44335.95024851208,0.08916,0.03366,3.973548159010682,2461000.5,0.514,1.744618,4.2,216.9827,841.7,0.847,262.8697,2.642,2452278.4426046903,133.16403,0.4277058334323393,False
2001VF2,20.5,0.21,0.5,2050-11-28,22421.688183175535,0.16326,0.13439,3.9399137094543657,2461000.5,0.385,1.818334,8.9,58.8069,895.6,1.119,11.8091,2.518,2461195.170387932,281.74834,0.401965163019205,False
2001VF75,21.4,,,-,49925.61491933196,,0.16065,3.489374714114451,2461000.5,0.554,2.086293,19.3,47.4463,1100.7,0.931,74.798,3.242,2452289.5302050705,332.47263,0.3270645952575634,
2001VG16,25.6,0.02,0.05,2080-12-16,31329.7057927647,0.18629,0.01634,3.992896067354441,2461000.5,0.431,1.754267,11.6,48.416,848.7,0.998,14.4355,2.511,2452236.9123605434,112.96848,0.4241781548250264,False
2001VH5,21.0,0.17,0.4,2047-11-09,49451.06424791844,0.17542,0.12819,4.954405848027268,2461000.5,0.187,1.27412,26.5,230.3819,525.3,1.036,119.4244,1.512,2461094.262122806,295.74368,0.6853226727584238,False
2001VJ5,22.0,0.11,0.24,2044-11-17,89902.56358297836,0.04357,0.02566,3.6954935264878026,2461000.5,0.562,1.932299,6.1,44.6663,981.1,0.847,67.6724,3.017,2461102.8904160843,322.42903,0.3669350728773825,False
